username,review,calificacion
Karla Memije,Almuerzos deliciosos!! Sazón sin igual!!,4
Efren Rodriguez,Muy limpios y muy amables,4
Salvador Villagran,,4
Jose Giovanny Silva,,4
FEDERICO DECIGA,,3
Alberto Enrique Ortiz Vega,"Fuimos por comida para llevar, tardaron un poco pero bien",4
Moisés Cobos,Rico y con medidas sanitarias,4
Jonathan ivan Guarneros Fernández,,2
Israel Del valle,La atención es de lo mejor el trato amable y la comida es fresca en general buen servicio,4
Manuel Escutia,,4
Berenize Díaz,"Excelente atencion y todo esta delicioso , mi favorito lomitos simons",4
salvador perez,"Pues solo pasé por enfrente porque no me alcanzo ni para el valet, terminé comiendo quesadillas",4
Oscar Arreola,,3
Consuelo De la Garza,,4
Aida Cavazos (Yo),Está muy sabrosa la comida,2
JOSE FLORES,,3
José Alberto Arriaga reyes,,4
Claudio Guevara,excelente servicio para llevar en tiempos de covid,4
Xavier Pynnapel,"Pésimo, tardan mucho en la entrega de sus pedidos.",1
Sergio Valle,,4
christian ivan ruiz franco,,4
paola guadalupe uribe torres,,3
Illian Josh Lopez Quintero,,4
Manny Sarabia,,4
ANA LILIA NÚÑEZ MUÑOZ,,4
Rebeca Ortega,Super (Traducción de Google) súper,2
José Navarro,,3
Fernando Procuna,,4
Arianna Anselmo,,4
Mario Dominguez,Muy buenos los pulpos a las brazas al habanero limón delicioso gracias,4
magda karina gutierrez arteaga,,4
Isaac Toledo,,2
maria martinez rodriguez,,4
Edgar A Archila Aviles,"Muy bien, excelente servicio para llevar",4
Jovanny Torres,,4
Balfre Hernandez,,4
Karla ramirez,,4
Parra Perez Ricardo Daniel,"Ambiente relajado , buena comida y excelente servixio",4
Erika Jazmin lopez hernandez,,3
Mauricio Correa,,2
Emiliano González mondragon,Esta muy rico hay mucha higiene,4
The Golden STAR,No atienden bien,2
Arturo Roldan,,4
ROBERTO ACOSTA,,4
Yesica daniela Hernandez salazar,,3
Rulee AS,"Buen lugar para comer mariscos y una bebida, precios justos en los desayunos, un poco caro a la carta",4
Arturo Hernandez,,4
Francisco Ruby,Excelente en atención servicio,3
Maru Ahumada,Siempre es garantía comer en fishers Pedi unos tacos de chicharrón de camaron con papa y buenisimos. Un poquito grasosos por si eres de los que se cuida mucho.,4
Javier Gutierrez (May'k),Es un lugar muy familiar excelente lo recomiendo,4
Marina Graterol,Excelente lo recomiendo el 100%,4
Marco Antonio Sangrador Serna,Muy rica la comida,4
Ernestina Gasca,,0
Leosan Sanchez,,4
Sergio Berlanga,,4
Miguel Angel Alvarez,Todo muy fresco y buena atencion,4
Jessica Diaz,,3
Jorge Ricardo Castilla Dominguez,"Comparado con otros fishers, el sonido es excesivo. El servicio es bueno como siempre. La comida en está ocasión dejo algo que desear.",2
Edmundo Gómez Nava,Como siempre un excelente lugar para comer,4
Christian Arcega,"Desafortunadamente acabo de ver en este fisher's en el valet te revisan casi en automático el coche, compartimentos, cosas de valor ! Y yo lo vi nadie me contó! Es un descaro, enfrente casi del restaurante, es una lástima empaña el nombre del restaurante, lo siento pero me tocó verlo, NO VAYAN",1
L. Fernando Fregoso,,3
yuriko kato,,4
Lety Wendy,No me pareció muy bueno la neta,0
Mica Dfpress,Buena atención alimentos bien nada sorprendente muy caro el.lugar bonito,2
Alejandro Martínez Serrano,Súper buen servicio y comida,4
Eduardo De Alba,Sin lugar a dudas el mejor restaurante de mariscos del Estado de México,4
Ana Hernandez,,4
Verónica Arellano,Rs el mejor lugar de mariscos,4
Monica Garcia,,4
Mafer Esguerra,Muy buen servicio,3
Soy Fabiola Riveroll Regresa a lo Natural,"Ganando como siempre, excelente atención es el ¡¡Fisher's favorito!!",4
Lupita Gutierrez,Los meseros son muy soberbios como si uno tubiera la culpa de que vayan atrabajar siempre de malas,0
Tesla GDR5,,4
HG IYUNGZ,Excelente lugar,4
gustavo dominguez,,4
Enrique Gutierrez,Exelente la cocina y el servicio,4
Luis Alberto Anaya Díaz,"Excelente servicio y buen sabor, además abren temprano (9:30 am)",3
Isis Cobos Carrillo,Gran variedad de mariscos,4
CristianM,,4
Karen Mar Hernandez Garcia,,2
Leticia Ramos Gas,,4
JUAN ALBERTO ARELLANO CANO,,4
Miguel Angel,,3
Maria Ruiz Rocha,Comida Rica pero el servicio nos tocó muy lento,2
erik zambrano bolaños,Limpieza,4
Israel Resendiz,Bien,3
Carlos Benavides,No está bien q manden ningún mensaje a tu celular pues invaden tu privacia,0
francisco paredes,,4
Joe Rivera López,"Muy buen restaurante con excelente servicio, cuenta con valet parking",4
Omar B,Muy buen servicio de Batzabet,4
Fer Morales,,3
Alejandro Uriega Montes de Oca,,4
José Manuel Coheto M,Muy buena atención,4
Carlos Roberto Moreno,,4
Itzel Monroy,,3
yesenia barrios juarez,Excelente servicio.,4
Lic. Cesar A. Pérez Olano,Buen servicio y comida aunque caro.,4
Jess Slin,La atención no es buena.,1
Abner Baltazar Meza Ramos,,3
Monico Cruz Gonzalez,,3
Natalia Noyola Cruz,,4
Alex Hernández,Excelente lugar. El servico un poco lento pero se compensa con la calidad de alimentos y la buena atmósfera.,4
Miguel Angel,,3
Edgar Abadi Palacios,Comodidades,4
Karen Torres Z.,El salmón marinado en limón y habanero delicioso. Los camarones son sumamente frescos,4
Alejandro Rendon Saucedo,Un verdadero placer estar Aquí,4
Carlos Aranda,"La comida es muy sabrosa y, aunque hay el esfuerzo por tratar con amabilidad a los comensales, las meseras y demás personal del lugar siempre parecen estar sobrepasados de trabajo... Las bebidas las trajeron tarde y en desorden. La comida…",3
Martin Anzaldo,,4
Mario Tena,,3
Mario Martínez,"El lugar bien, la atención excelente, pero... Hay algo en sus alimentos que no me convence del todo",3
André,Siempre garantía!,4
Oscar Sarmiento,,4
edgar vargas,,4
Paolo R. Martínez M.,Rico y los desayunos a precios accesibles,3
Steph C.,"Excelente ambiente, excelente servicio, la comida deliciosa y la coctelería de 10!",4
Ja V.,"Excelente Lugar, muy buen sazón, recomendable al 100%",4
Mariano Malanco,Cierran muy temprano los martes,3
dano landeros,Excelencia en mariscos muy buen lugar,4
Macoy Figueroa,,4
Gustavo Guerrero Martínez,,4
Santiago Hernandez,Muy buena atención del personal del,4
Isaac Arellano,,0
Marco A Gonzalez,,4
Jack S,25 min en esperar la cuenta??? Buena comida pero servicio pésimo!!,0
oscar arenas,Alimentos deliciosos. Excelente atención.,4
Alejandro Corte,Desayuno exquisito,4
Monserrat Gómez,,4
Alejandra López,,4
David Trejo Soto,Buena comida,3
Corina Perez,,3
Fernando Magaña,"Excelente comida y servicio, aunque han subido mucho los precios",4
Sergio Cocina,,4
Gustavo Perez,,3
Claudia Vazquez,Me fascinan sus tostadas de pulpo,4
Aldo Vazquez,,3
Fernando Canales,"Buena atención, baños limpios, comida fresca y precios cómodos, en conclusión es un buen lugar para pasar el tiempo.",4
Carlos Santarriaga,Un buen lugar,4
CESAR MARTINEZ LARA,,4
andrea avila,Porque fui con el chico que me gusta ,4
Jeas Javier Espartaco Ayon S,,4
irantzu Moran,,3
Antonio Lombardo,,3
irving estevez gonzalez,,3
"GPG PANTERA \m/,",,4
David Márquez,,4
Alejandro Caliz G,,4
Jose Jimenez,Desde la remodelación precios muy caros y mal ervicio.,0
Elejajajajajjajajajana Alcázar,Al.mesero había que recordarle las cosas más de 2 veces,2
Ubaldo Alcalá,Mejor alternativa a la sucursal de Lomas verdes,3
Sergio Flores,Fisher's siempre es garantia. Todo delicioso.,4
Ramón Segura Pérez,"Rico, aunque tardado en el servicio",3
Jose Benito Castañeda Arteaga,Platillos muy ricos,4
Téllez Girón Prieto Lázaro Félix,Un sitio con comida delisiosa y un ambiente controlado apesar del lento servicio devido a la cantidad de personas los meseros son amables y siempre te atienden de manera personalisada sin importar tu aspecto,4
Karla Bustos,,4
Rodrigo Gangoiti Romano,,3
Jorge Ortiz Lozano,,4
Antonio Gil,,4
Queta Hrdz,,3
Cin Barroeta,,2
Paco Torres,,4
Alejandro Labastida,,4
Elizabeth Huitron,,4
Gabriel Almazan,,4
Patricio Cortés,Muy buena comida,4
Tanuz Jaramillo,,4
Ruben Zurita Mejia,,4
Daniel Bucio-Nunez,,4
Ana Hernández,,4
na,,4
Edgar Ledezma Ledezma,,2
CHARS,,3
Alida Villar,se mantiene muy bien el servicio y la calidad,3
pedro merino,,3
Ame López,,4
RODRIGO ZENTENO,"Delicioso desde el inicio de este negocio, aquí mismo en mexicas, muy recomendable!!",4
Sarahi Gudiño,,3
Antonio Escobar Flores,,3
Patty Camela Espinosa,,4
Mauricio M,,3
Cesar Ilich Lopez Sanchez,Nada espectacular pero como siempre buen servicio.,2
Rocio Cruz,"Cada vez que regreso veo los platillos más pequeños, han bajado calidad y subido demasiado los precios ",2
Christopher David Lifshitz,Murió don simón y se acabó la esencia !!! Tan es así que fishers se asoció con Sonora grill... Un lugar q igual te venden una imagen burda de lo que es comer un buen corte !!!…,1
Steve Ortiz,,4
Jacques Grignard,Awesome see food!! (Traducción de Google) Impresionante ver comida !!,4
Gabriel Hernández,,4
Pirru ?,,4
Alfonso Maldonado Arellano,"Muy buenos platillos y buen servicio, a pesar de que estaba a reventar.",3
Edgar Soto,,4
Juan Manuel Ruiz,Excelente servicio.,4
tío aguacate,(Traducción de Google) Son hermosas de todas (Original) Elas bonito de todos,4
Miguel Nunez Mora,,2
Fernando Rojas,,4
Alessa Gutiérrez,,4
Emma Tlamaki,,4
Chris Badillo,,3
Ines Parra,,3
S DE,"El mejor fishers de todos los fishers, comida, atención, bebidas, estacionamiento, meseros (Saul sobre todo) y hasta los comensales",4
Angelica Martinez,,4
Luis Antonio Alvarado Rodriguez,,4
Jorge A. Ocadiz,,3
Alvaro Garcilazo,,4
César Augusto Rodríguez Romero,,3
Leslie Campos,Buena opción para desayunar,3
Daniel Frutos,,4
Marilu Mendoza,"Muy rico todo..! despues de 20 años regreso a comer aqui, lindos recuerdos..",4
Angelica Ballado,,3
Alfonso Muñoz Verduzco,,4
Armando Linares,,4
