username,review,calificacion
Jorge Chavarín,"Te llenan con ensaladas y tardas mucho en probar algo de carne, la cuál también desepciona.",0
isaac hernandez,"Pequeño el lugar, limpio la atención muy buena, recomendable",4
NightRider '86,"Es Bueno! Pero sin duda, puede y debe mejorar... Considero que es prioritario que cuiden los tiempos de cocción y/o la humedad…",3
Tamara Rivera,"Los meseros muy amables SOLO tengan cuidado cuando les ofrezcan clericot porque en esta ocasión, el mesero no mencionó que nos iba a servir un vino de la casa, que tiene un costo de $600 pesos. Siendo que anteriormente nos sirven el de…",2
Alexis Hines,Muy satisfecho.,4
jhon de la x,Excelente !! Con todas las precauciones por parte del personal y te sientes muy seguro ! Y como siempre excelente la comida !,3
Gabrila Enriquez,"Excelente servicio y atención, muchas medidas de sana distancia, solo hay dos personas atendiendo la barra de ensaladas con mucha higiene, eso me gustó, solo que los sanitarios están a un lado en su local original y son demaciado pequeños,…",4
Miss Lety,Muy delicioso ,4
Judio Cabo,"Pésimo servicio, una barra muy poca surtida , los meseros muy desatentos ,un gerente oh capitán no se quesera el gordo que no está al pendiente de su trabajo tenía que pedir que me llevarán lis cortes a mi mesa , solo pasaron una vez , todo…",0
Cecilia Guerrero Albarran,Todo el servicio excelente precios accesibles y ahorita por la pandemia el lugar austero pero bien se los recomiendo,3
Julio Cesar Garcia Rojas,Un exelente lugar para ir a disfrutar de toda su comida y bebidas solo les falta lugares de estacionamiento de en fuera el servicio y comida son exelentes.,4
Peter Punk,"El lugar es muy accesible por su ubicación en el Boulevard Aeropuerto, cuenta con valet parking y hay muy buena comida tanto en la barra de buffet como en ""las espadas"" que llevan una amplia variedad de carnes: pollo, res y cerdo, manejadas…",3
david jimenez,"Todos los cortes están deliciosos. Hay barra de ensaladas de todo tipo, como pastas, verduras, frutas y gran variedad de guarniciones. Cada 5 u 8 minutos pasan a ofrecerte un corte diferente, desde chistorra y chorizo argentino, hasta la…",4
Axel Eduardo Angeles Villanueva,"A mí parecer estuvo bien el trato de parte del caballero Martin Britos les recomiendo que sea quien los atienda en todo momento respetuoso excelente persona, pero en cuanto a ir en familia es una mala recepción quedas separados de ellos y eso está mal, aunque lo hallas hablado les vale lo que pienses",2
BUSTAMANTE GONZÁLEZ MONSERRAT,Excelente servicio y deliciosa la comida,4
gonzalo escobar,"Rico y buena comida tendrán que aplicarse con los, sanitarios todo lo demás bien",4
Jose Patiño,"Muy buen servicio y estrategia para el buffette, todo esquisito",3
Sandra MOLINA BARRIENTOS,Muy buen servicio y trato.,4
mglmgl Glgl,Muy buena atención,4
Eimy Luna,Muy rico todo,4
Sandra Rebel,"Todo excelente, sabor, servicio y costo. Pero la espera si es larga.",4
carla sophia bautista rodriguez 2b,Pésimo servicio. Los empleados sólo están socializando en lugar de hacer su trabajo como debe de ser,0
Jose Luis Gonzalez,Excelente servicio,4
Ana Herrra Rueda,Los cortes de carne no son de tan buena calidad. Deja mucho que desear el lugar...,2
Ricardo Cortes,"Buen servicio, la carne muy buena. Me tocó un poco quemado un par de cortes, pero aún así muy rico todos los demas",4
Mariana Tejeda Rodríguez,"La fila es grande en fines de semana como una hora más o menos, si llegas te anotan para que vayas pasando conforme se desocupa alguna mesa. Simplemente delicioso. Tienes que ir sin haber comido nada antes par que puedas…",4
Rafael Rocha,"Buen lugar, agradable y muy rica la comida",4
Alejandro Robles velasquez,"El pasado lunes, asistimos a comer, el lugar improvisado por lo de la pandemia y se entiende. Pero lo que no me parece es la pésima atención de parte del personal,,desde la entrada hasta la salida, pareciera que estaban de mal humor,,no…",0
Eduardo Dominguez,Mejor ambiente se puede comer adentro y no es muy cerrado el lugar EXQUISITA CARNE,4
Elvira Hernandez cruz,Simplemente maravilloso,4
Carlos Antonio Juárez Orozco,Excelente trato,4
Hugo Alonso Sánchez,"Nada recomendable por el día de HOY, pésimo servicio, muy limitante el menú, prácticamente fue toda la barra de ensalada. Muy irrespetuoso el mesero, y en absoluto falta de profesionalismo.",0
halls lopez,Excelente lugar para ir a comer cortes de carne. Servicio excelente son muy atentos. En lo personal me gusto mucho el pastel de chocolote una delicia.,4
andrea g,"Algunos cortes, secos Pero de forma general, bien. El estacionamiento fue adaptado, pero quedó bastante agradable el sitio.",2
Giorgio Ibarra,"Algunos cortes tenían exceso de sal, son amables pero demoran en la atención. Tienes que pedir al gerente para que la atención sea inmediata.",1
ARQ. BRENDA JIMÉNEZ SILVA,Muy buen sabor y atención. Por Pandemia confirmar tiempos de espera de una hora aproximadamente,4
Juan Munguia,Muy buenos cortes de carne exelente servicio,4
Fer Ba,"Lugar amplio, bebidas refrescantes, guarniciones y ensaladas variadas, la carne también bastante variada, bien hecha (nota importante para los amantes de la carne bien hecha o medio cruda) y el servicio excelente.",4
Joel C. Ricárdez,"Ya no es el restaurante que fue, son muy pocos los cortes que ofrecen, algunos cortes muy duros parecen suela se zapato, según su política niños de 5 años pagan menú aunque no coman más que dos papas.",0
Cristofer Nayn Lagos Castro,Muy rico todo lo que tienen y es un excelente Buffett de cortes.,4
Emmanuel Téllez,"Muy buena la comida, pero les falta un poco más de toque brasileros",3
J.A. Arriaga,"Las ensaladas súper buenas, no así los cortes de carne, para mi gusto algo duros. La atención buena. La espera 40 minutos",2
Carlos Echeverria,"Precio muy razonable, sólo falta mejorar la atención a los comensales",3
Miguel Ramos,Excelente servicio y muy buena comida un lugar perfecto para una celebración,4
RUAN1918 JR,Exelente servicio muy limpio buenos precios el salón magnífico,4
claudia mendez,"Súper rico y llenador, nuestro mesero daniel excelente atención.",4
sandra sanchez arce,Muy buena atención,4
Valencia Bedolla,Excelente lugar ,4
Oscar Ramírez,Excelente cocina y servicio inmejorable. Siguiendo muy bien las medidas de prevención y cuidado de la salud en estos momentos de contingencia. Muy recomendable para ir con toda la familia,4
Maria Fernanda Larios Martínez,Excelente la comida,4
David Johnston,"Después de visitar el de balbuena, tengo que quitarle una estrella... El servicio y la carne son inferiores a las de aquel.",2
Laura Jimenez,Anteriormente era muy buen lugar amables todos y el sabor era muy bueno pero con la pandemia las cosas cambiaron y se entiende pero el trato al cliente es pésimo parece q están de malas todo el tiempo la carne de super mala calidad alguna dura y otra chiclosa no volverémos es un echo!!!,0
Jorge Lopez,Todo bien hay que llevar suficiente$$,3
Alejandro Moreno,Tardan demaciado en poder ayender,0
Lopez Hernández Mayra Maritza,Súper limpio  muy buena atención todas las medidas de sanidad,4
César CAMOR,Muy rica toda la comida. Pero creo que está mejor el de Balbuena.,4
Jorge Soto,El lugar a cambiado mucho con la pandemia y dependiendo donde te sientes te atienden bien ojalá cuando regresemos vuelva a ser la misma atención como antes,3
alyzya mendeza,Me gusto su atención en las ensaladas  evitando que anden manoseado la comida.,4
claudia sanchez,Muy buen buffet y económico,4
Yoatzin Perez,"¡¡¡MUY LENTOS!!! Te dejan una miseria de carne tienes que esperar más de 20 minutos a que pasen su dichos ""CARRITOS"" falta variedad de carne…",0
Uisanubia Marquez,"Siempre es muy agradable el servicio, la c km ida, las bebidas",3
Sergio Alvarado,"La barra de ensaladas es aceptable, pero los cortes están duros, la verdad no me agrado",2
Macedo,Pésimo y descortez servicio. No lo recomiendo,0
Mauricio Anduaga,"Nada recomendable, pocos cortes, demasiado secos y muy condimentados, la atención del gerente pésima, cierran según a las 10 y desde las nueve ya no pasan las espadas, la barra de ensaladas insípida y a las 9 ya no hay quien te atienda, solo vas a pasar el mal rato y a pagar por nada",0
Irma Martínez,"Comida rica, buena atención, pero a la hora de dar la propina, el mesero se puso pesado y exigió que x lo menos le diera el 10% del consumo, éramos 5 personas. Dónde podré reportarlo",0
Arturo Garcia,"El restaurante es agradable y tiene muy buena atmosphera, la atención es muy cordial y el bufet siempre me ha gustado muchísimo, tiene opciones variadas para acompañarlo con los cortes de carne tan deliciosos que te pasan a ofrecer a tu…",4
Jorge Gabriel,"Prueben las empanadas, algunos cortes pueden llegar a estar un poco salados, asi que acompañen con una bebida dulce",3
Eduardo Segundo,"La barra muy limitada, los cortes pues están comibles, te los llevan cuando aún no te acabas el que te acaban de servir para que quieren que comas lo más rápido posible, los meseros viendo la tele y por el precio ufff mala experiencia, los…",1
Ricardo Orozco,Muy pocos cortes de carne. Y algunos muy condimentado perdiendo el sabor de la carne.,2
Pao Arriaga,"Muy rico, lástima que por la situación las instalaciones no se puedan disfrutar, aunque la improvisación del nuevo espacio es buena",3
Cesar Santiago bolaño salazar,"La carne está fría y dura, lo uno bueno es las bebidas, la barra de ensalada todo está frío debería de tener una parte para alimentos que se deben consumir calientes y otra para alimentos frío.",2
Lulu Martinez,"No pudimos entrar , había mucha gente! Pero dicen que es buen lugar para comer,si vas con reservación es mejor",3
Christian Ovando,Mi lugar favorito de espadas. Aunque ya la arrachera no les queda tan rica.,4
Moises Alvarado,"Pésimo el lugar, pocos cortes, no hay una atención de los meseros, ni te pelan, nada que ver con el Pampas o la Vaka, la comida es mala, la picaña no era termino medio, literal estaba cruda, lo peor de todo es que según su sistema, no te…",0
Yadhyra O.S.,"Ayyy ame éste lugar, atienden súper bien, la comida es deliciosa y con muy buen precio en toda la carta... con la nueva normalidad los meseros te llevan cada platillo a tu lugar en un carrito(barra de ensaladas y espadas).…",4
HiwatariUmi,"Cómo el local original está pequeño y por la emergencia sanitaria no podían atender a los comensales hicieron su restaurante al aire libre en donde es su estacionamiento. El lugar lo adecuaron muy precioso, se ve las ganas y el cariño que…",4
Gloria Quintero,"Muy poco ventilado, el espacio es muy reducido!!!! La comida bien en general!!",3
Chica Grafito,"Son una estafa si lo pides en Uber, porciones diminutas de todo, todo te la revuelven ",0
Jimmy Bailon,"por el momento regular ya que te atienden en un estacionamiento muy caluroso, valer parking innecesario suben los autos a la banqueta",1
Ad M.,"Básicamente puros cortés de carne y barra de ensalada, es buffet y el precio está muy accesible. Las bebidas son muy buenas.",4
Eduardo Andrade,Demaciado lento el servicio,0
Julio Alfaro,"Un servicio deficiente, las espadas tardan mucho en pasar y la comida no tiene buena calidad el sabor muy salado no tuve una buena experiencia",1
Rafael Tinoco Rojas,Exelente servicio! Mucha carne...,4
Jesús Hernández Báez (Yisus),"Dentro de lo que cabe x la pandemia y sus restricciones diría bien x que si se llena de humo de las carnes el lugar que adaptaron para la parrilla y mesas .x otra parte muy buen servicio ,ensaladas muy riquísimas y los cortes de diferentes carnes muy buenas y no se diga los vinos muy adoc",2
Esther Tur,Muy bonito y la comida deliciosa!!,4
soluciones integrales,"La atención de personal buena, las ensaladas buenas, la carne en general muy mala, dura, mal cocida, el pollo salado y seco, la verdad nada que ver con la sucursal de Gustavo Baz, en Tlalnepantla,",0
Brenda Gutierrez,"En mis 2 visitas no fue mucho de mi agrado, me toco carne cruda y otra muy muy cocida :(. Las ensaladas si estaban ricas.",2
ROBERTO CÁRDENAS HERNÁNDEZ,Excelente servicio,3
Jose Luis Gutiérrez,"Esta rico y es bueno el servicio, aunque las porciones son algo pequeñas y un poco lentos en bebidas, pero en general muy bien!",3
Alicia Castañeda Tellez,Soy amante De la carne ... Solo que no de la sal ... Para mi gusto le ponen mucha sal ,3
Ricardo MV,El lugar muy poco improvisado y poco atractivo la comida es buena y la atención también,2
Loth Ignacio Valdez Morales,Excelente servicios y atención,3
Fernando Castillo,"Buenos cortes, a algunos les faltó cocción para dejarlos en su punto, la atención es muy buena. Por ahora el restaurante esta desocupado por la regulación que hay sobre el covid y los espacios cerrados, adaptaron el estacionamiento de forma adecuada.",3
ERIK EDWIN SAMANIEGO DELGADO,Muy buen servicio y se come muy bien.,4
Oscar Taboada,"Lugar económico para comer espadas además que el sabor es muy bueno, dentro de sus áreas de oportunidad está el servicio de los meseros ya que aunque te dan la opción de repetir alguna espada al gusto, el servicio es lento y en ocasiones hasta de mala gana.",3
Ana Delia Juarez Barajas,Las ensaladas del buffet son muy buenas...,4
Marlene Nava,Super amables todos y muy aguil la entrega de equipaje,4
Monica Mata,"Bonito lugar, muy buena atención, todo muy limpio y con muchos cuidados para el coronavirus. Muy rica la comida y su barra de ensaladas. Lo único que me gustaría que mejoraran serían sus baños ya que son muy pequeños e incómodos si necesitas apoyar a algún peque o a tu bebé. Pero bastante recomendable",4
r0bt0,"Han bajado mucho la calidad de la carne, siendo este el concepto del lugar considero no volver a ir.",1
efren islas,"Excelente servicio, excelente comida, y buena adaptación para poder operar en la pandemia, siguen todas mas normas sanitarias, la barra de ensaladas esta muy surtida",4
Lobo Garcia,La atención media. Y deberían de tener lugares de espera preferenciales para adultos mayores ya q la espera en ocasiones son más de hoara y media,1
Silvia Torres,Muy rico y buenas medidas de higiene,4
GRETELL IBARRA,El. Servicio está super bien todo rico,4
Clarita Vazquez Trujillo,"Muy buen servicio,rapidez, todo muy rico,",4
Deyanira Casas,"Excelente servicio, muy buen sabor todo lo que comimos. 100% recomendable. El Bufete o Tenedor Libre $199.00 por persona, las cervezas $42.00 y las Capirinhas (bebida con alcohol pero muy rica -varios sabores-) $59.00. Nos tocó que nos atendiera Martin y se esmero mucho en su atención y amabilidad.",4
Rosy Rodriguez,"Excelente servicio, solo mucho tiempo de espera",2
Rebeca Garcia,"La carne seca y salada, el mesero poco atento y se atreve a pedir el 15% de propina pésima experiencia",0
Jennyfer Norberto,"Me sorprende ver tan buenos comentarios! Lo peor fue que te presionan para que dejes mínimamente 10% de propina, el mesero muy maleducado nos estuvo presionando para que le dieramos una explicación de porque solo dejamos $70 pesos todo…",0
Alejandra Cedillo,"Sumamente desagradable, lo único bueno fue el valet, el mesero grosero, el chef o el que pasa con las espadas grosero, hasta después que me queje con el capitán mejoraron pero sobre todo nos trataron de obligar a su primera fase, e…",0
Cristina Barrera,Muy rico todo,4
Alfredo Pérez Mtz,Muy buen sitio para degustar cortes variados,3
Ma.del Carmen Ostria Buendia,Excelente muy rico todo y muy buen servicio ,4
luis cabañas,Tienen bue precio,2
Misael Santiago,"Un buen lugar para pasarla en familia, buenos alimentos de calidad y buena atención!",3
concepcion camacho,Exelente servicio,4
Julio Salvador,"El tiempo de espera es demasiado, estuvimos cerca de 2 hrs y decidimos retirarnos.",0
Efraín Reyes,Personalmente no soy fan del concepto y en particular este establecimiento no lo recomendaría.,1
Carlos Santos,"Excelente lugar, la carne muy rica; las ensaladas y demás acompañantes exquisitos! El servicio puede mejorar pero sigue siendo muy bueno.",4
Hector Rojas,"Todo bien, cambiaron la forma de servir, no necesitamos levantarnos, todo el servicio a la mesa",4
Fernando Barrera,"Primera vez que asistí a este restaurante, me pareció buena la atención, pero los alimentos no fueron lo que esperaba, creo que por ser buffet la carne que sirven no es de calidad, no volvería a ir",0
Victor Manuel Navarro Luna,Muy buenos los cortes de carne todo muy bien y de verdad me atendieron bien buena atención asta gusto volver air,3
itxel Lovera,"Excelente servicio, barra fría, bebidas, cumplen de manera impresionante con las medidas de salud. Sin embargo la carne deja mucho que desear.",2
Yanette Barragan,Excelente atención y los cortes en su punto.,4
Marisela Bernal,"Es un lugar que por la pandameia está adaptado, la carne que sirven ya está muy seca y super recalentada porque los trozos que sirven algunos ya están muy tiesos y duros, la atención y las ensaladas son buenas",2
Plan B,Sigue siendo muy barato comer aquí.,3
Angel Gonzalo Sánchez Macossay,"Comida deliciosa ,buen servicio",4
Jorge Núñez de la Fuente,"Excelente lugar y la comida increíble, el buffet muy recomendado y tiene estacionamiento que es un plus",4
Adrian Aguilar,Excelente atención y comida,4
Elizabeth Arellano,"Comes bien, buen precio y aplican medidas de seguridad adecuadamente.",4
brayan mendez,"Pésimo servicio, resulta que yo tengo que pedir el corte, mi mesero Martín se apareció después de 15 minutos dice que tengo que pedir el número de carro jajajaja…",1
Raymundo Yáñez Alarid,"Excelente lugar, los cortes de carne muy buenos y el ambiente chevere.",4
kesito sanchez,"Bueno, pero les falta un mejor servicio.",2
josé antonio bravo ramírez,Muy rico y buena atención,4
Enrique Gerardo,Excelente servicio!!!,4
Edson NS,"Excelente lugar, calidad y precio, pero esta ocasión pésimo servicio, de malas, 1 mesero para mas de 10 mesas, sin personal necesario, pedías algo y te contestaban mal, se tardaban mucho en todo, esta vez mi lugar favorito estuvo pésimo",1
EMILIANO ALKZ,"Buen lugar para poder comer comodamente y respetando las normas de seguridad en todo momento el servicio es bueno, cuenta con servicio el servicio de valet parking, el ambiente es mut agradable, puedes acudir solo o en pareja",3
Lourdes Alonso,Muy ricos sus cortes,4
Brenda Lozada Taneco,"Para mi gusto excelentes los cortes, solo hay comida para llevar por el momento, eso comimos como recalentado el 25/12/2020, cuando esta abierto al púbico normal es buena opción para convivir con tus familiares o amigos un buen corte acompañado de pasta, ensalada lo único que a veces está muy lleno o saturado",4
Ricardo Cruz,Buen ambiente buena comida El jefe de meseros te conciente Con una deliciosa nieve de vainilla buena música Si :),4
Celeste RG,Muy rico todo.,4
Christian Roronoa,"Gran lugar para degustar cortes si es lo que buscas, tienen variedad y la atención es buena, la limpieza, el personal y las medidas necesarias para poder pasar a comer aún con la pandemia, quede conforme con todo por lo que lo recomiendo,…",4
robin brise,Buena atención,4
Amairani Rojas,"El Buffet es bueno, accesible y el servicio del mesero también. Los cortes tardan por pasar o llegar a tu mesa; el precio es accesible. Las instalaciones están limpias, algunos guisos requieren sabor y sazón, lo que ayudaron son los aderezos.",2
Eika Rodriguez,"Buen lugar, no muy caro, las adecuaciones en el estacionamiento están lindas, pero se sufre el frío, poca variedad en cortes",3
karen lizeth,"A mi me gusta mucho Caipirinha, siempre voy a la sucursal de Gustavo Baz, a excepción del día Lunes y mi experiencia fue PESIMA, varias cosas de la mesa de ensaladas estaban echadas a perder y la carne sabia HORRIBLE, no se que pase con…",0
Enrique Gerardo Cancino,La carne no me gustó las ensaladas muy ricas así nomas,4
Ángel David Flores,"Muy bueno , atencion excelente , el rodizo muy bueno , la barra es chica pero no pierde calidad , eccesible",4
Francisco Massh,Excelente servicio.,4
Ricardo Soria,"Buena carne, no la mejor atención en general, pero recomendado, si andan por la zona, lleguen",3
Francisco Sanchez,Esta sabroso,4
edgar gaona,Es un lugar muy limpio El servicio muy bien,4
Juan Moctezuma,Excelente servicio,4
Sergio Villafuerte Ramírez,"La carne muy dura y seca, de baja calidad.",1
Elías Alanís Rguez M,"Adecuar el estacionamiento como restaurante no es su fuerte el lugar es sombrío, sin embargo los salva el servicio y el menú. Es una buena opción, pero hay mejores, en estos días..",2
1D García Yessica,Muy ricos cortes de carne y entradas  A muy buen precio,4
Pablo Mayoral,"las pastas, las carnes y la barra en general siguen siendo muy buena opción para comer",3
Jorge Sandoval,Demasiado tiempo de espera para asignación de mesa.,3
Jorge Ciliseo,"Muy recomendable, les recomiendo la piña con canela para terminar.",4
Patricia Flores,Buen alimento y atención,3
pecosita bruno,Buen lugar en sentido de comida el trato del personal en barra ahora por la pandemia fue un poco grosero no fue de mi agrado,2
Jossué Bernal,"Le pongo 1 estrella porque, a pesar que la comida es rica. Me super molesta que los meseros te digan cuánto propina quieren. El mesero que nos atendió me dijo cuando pagué: ""le cargo el 15 o el 20% de propina"". De verdad que sólo en México…",0
Nancy Martinez,"Rica comida, pero insisten en dar embutido y nos hacen esperar ,para degustar las carnes por el motivo de asistir a este lugar, y lo más incómodo, que si nos piden el 10%o más de la propina, si ha cambiado el servicio que presta este…",3
ELIZABETH CAMACHO,Excelente lugar para comer excelentes cortes de carne y bebidas con la familia,4
Christian Velasco,"Pésimo lugar te atienden en el estacionamiento y está sucio, los meseros pasan con los carros de carne y no te hacen caso y pasan de largo, ya que te hacen caso te atienden de mala forma",0
Octavio Rodriguez,El parrillero no estaba al 100,1
Jesus Romero,Muy mal la atención y la carne dura,0
Alejandro García,Muy bien con todas las medidas de limpieza y como siempre exelente servicio,4
Christian Garduño Ferrer,Cual es su precio?,3
Marlon Martinez,Excelente servicio,4
BLANCA ESTELA ACOSTA HERAS,"Muy buen servicio, y la comida muy rica",4
RODRIGO ELIOT GOMEZ PEREZ,"El servicio para llevar fue rápido, el sabor de algunos cortes no es lo que esperaba, juntaron todos los cortes en una charola.",2
Mayra Vázquez,Muy bueno aun que con tanta gente a veces llega un poco cruda la carne pero esta deliciosa y tienen gran variedad de cortes postres y todo muy recomendable,4
Nora García,"Muchos meseros, muchos valet parking pero nadie te informa el proceso para recoger tu pedido. La carne con mucha grasas y muchos ""pellejos"".",2
Monica Selina Ruiz Meneses,"Había ido otras ocasiones, pero creo que fui muy tarde, esta última ocasión llegué a buena hora y la carne estaba muy rica, los meseros muy atentos, las medidas de covid muy buenas.",4
Ulises Arroyo,Exelente todo muy rico!!! Pasas un rato agradable busquen a Erik exelente mesero y gran servicio,3
Hache Vidal,"La carne no es de calidad, se tardaron mucho tiempo en servir lo cortes, les pedías más y se molestaban",1
Cesar Cea,Muy rico,4
El juez,"Muy rica la comida, y muy atentos los meseros, al pendiente que no te falte nada.",4
lesi,Excelente servicio y muy buena comida,4
paco es amor,Muy buena atención,4
Carlos Blanco,Etcelente es lo Matzimo..,4
Rey David Olguin De Luna,Sigue siendo mi lugar favorito aunque el de revolución es mejor ubicado,4
Ivanna Faria,"La carne súper seca y el servicio del capitán pésimo! Les sugiero elegir otro lugar, este no vale la pena!",0
sergio delgado,Bueno hasta que me dió una diarrea marca peso ideal,2
Omar Flores,Buen Servicio y atención,4
LIZBETH PEREGRINO,"El servicio fue rápido, sinauieres alcanzsr lugar sin esperar debes de llegar antes de las 14:30 y aque despu hay una fola muy larga. El lugar por dentro tiene el suficiente espacio para comer agusto. Constantemente están pasando a…",3
Carolina,"He ido a este restaurante en algunas ocasiones y siempre ha sido un buen lugar, ayer fui por primera vez en toda la pandemia y la comida estuvo bien, pero al momento de pagar el mesero EXIGÍA el 15% de propina, le iba a dejar 100 pesos y el…",1
Jonathan Galindo,Buen servicio para llevar muy rápido y agil,4
Heri Carlos Ramos Ruiz,"Servicio lento, los cortes ya no son como antes jugosos y frescos y con gran sabor, decoración muy limitada y muy pobre. Cambio el servicio nada que ver con el de años atrás.",1
Lyz Blanco,Me encantó.. Sobre todo el clericot,4
David Fernández Vera,"Ya cambió mucho el servicio, la carne muy seca sin sabor frío , los Meseros no están el pendiente del cliente muy mal",0
Mariana Acosta,Todo riquísimo,4
Alfredo Martínez,"Cómo los demás establecimientos , se adapto bien a la nueva normalidad, amplia variedad de cortes, buen sabor. Recomendable pedir un poco de todo en el buffet en sus 5 tiempos",4
Lluvia Balderas alfaro,Los mejores cortes de carne .todo delicioso,4
hector rivera,De momento dan servicio en el estacionamiento La atención no es tan buena Te sirven muy rápido espada tal espada…,2
Beto aCosta,"Extraordinario lugar para comer con tu pareja o amigos, precios accesibles by calidad en el servicio.",4
Alfredo Mendiola,Exquisito lugar de cortes. Ahora el lugar donde atienden es en el estacionamiento.,4
Luna León,"La última vez que fui no tenían variedad en cortes solo pasaban con tres y fueron los únicos en las dos horas que estuve, los meseros quieren propina del 15% o 20% y no están al pendiente de lo que uno quiere. Mal servicio",1
Rosario Negrete,"El lugar es muy incómodo, los espacios entre mesa y mesa están muy pegados. El baño terrible, poca higiene y muy pequeños... Aunque la comida no está mal, las instalaciones no son agradables para comer a gusto.",1
Mayra Amador,De las sucursales de Cahipirinha está me dejó mucho que desear. Algunos empleados son groseros y tienen poca variedad de alimentos a diferencia de las otras sucursales. Aparte de que t apuran mucho para que t vayas rápido.,2
Torres García Víctor,Muy buena carne,4
Johana Vergara Alba,"Muy buen servicio, esta bastante bien controlado todo",4
Conejo De leija,Lastima la comida es muy buena pero el servicio malísimo no tienen un manual de como dar una buena atención y servicio desde el gerente hasta las recepcionistas mencionan que no tienen permitido el ingreso de pasteles a la sucursal pero en…,0
Lucy Soll,"Muy mala , la carne super salada, ya nada que ver, con lo que era . No la recomiendo",0
martin morales teran,Mal mal mal lentos,0
Ricardo Garcia Prieto,"Muy mal servicio. Vasos sucios que huelen a huevo, los cortes muy carbonizados. La cerveza no te la dan bien fría.",0
Guillermo Villegas,Excelente atención y servicio,4
Lourdes Barajas S.,Excelente,4
Guadalupe Argueta,Exquisito !! ,4
José Juan Nieto López,Maravilloso lugar delicioso todo,4
Nephtali Gallardo,"Es un sitio muy pequeño, las fotografías de su página web son engañosas ya que el espacio fotografiado no corresponde a la real. Esta muy lleno, no hay mucho espacio para pasar entre las mesas, la iluminación es muy pobre. Los meseros andan…",1
Reyna Lira,"La comida es muy buena, pero te presionan para que salgas rápido porq tienen mucha gente, y los precios en las bebidas es un poco alto",3
cesar “lalo” Eduardo,Excelente servicio 5 estrellas,4
Reynaldo Molina,Muy recomendable la carne muy buena calidad,4
Alejandro Burguete,Es poca las veces que pasan a ofrecer los cortes,2
Cristina Santoyo,Buen lugar comida muy rica y la atención es muy buena solo un detalle esperas mucho para poder entrar,3
Jose Manuel Barbosa,Muy bueno sabroso y todas las medidas sanitarias,4
Francisco Ross,Tienen las medias ahorita por la contingencia pero les falta pasar más seguido a ofrecer los platillos,3
brian zain,"El servicio es bueno, la comida deliciosa, pero en las bebidas son algo despistados, ojalá lo chequen de favor",3
Roberto Sepúlveda,Excelente el chorizo brasileño.... Una delicia,4
YAZMIN Origel,"Excelente atención, se come delicioso!!!",4
Nayeli Reza,"Me gusta el lugar es cálido un poco oscura la atmósfera, los alimentos son buenos aunque no tienen una calidad máxima, la barra de ensaladas algunas ya estaban muertas o secas algunas estaban en su punto la carne en ocasiones estaba cocida…",3
Viridiana Calderon,Es muy rico el Buffet y los cortes de carne.... Y me encantó el Clericot,3
Alejandro Banda,"Los meseros con atención medianamente adecuada, persona encargada del acceso al restaurante intolerante y cortante al diálogo como si fuera a beneficiar al comensal con su entrada al mismo restaurante,",2
Sandra Guadarrama,"Muy mala ,,muy elevado el precio para 2 pedacitos de carne y nunca vuelven a pasar ,,,mala atencion de meseros ,,",1
Alan Korezapienz Figueroa,"Desconozco como sea entre semana, pero almenos el domingo es un completo caos si tienen tiempo que perder, la comida tampoco es nada fuera de este mundo",2
Axel Martínez,"La comida y la atención muy bien, falta mejorar la organización en cuanto al tiempo de espera",3
martin murillo kroll,"Una experiencia nueva eso del ""buffet"" a 5 tiempos recomendable asistir con tiempo ya que el tiempo de espera es largo pero vale la pena. Servicio exelente y trabajo sobresaliente del equipo de cocina.",4
Velia Mineantea,"Aunque el formato del servicio cambió por la pandemia, la actitud de los meseros fue excelente. Siempre atentos, cordiales y respetando las medidas de higiene y distancia.",4
Isaac Cortes,"Se come frío, falta variedad te amontonan los cortes y se efrian más rápido",1
gemma Arias,No comas pollo... Ensaladas ricas,4
Alejandro Razo,No me parece una opción en el terreno de las espadas. No regreso,2
Jordi Sánchez,"La carne estaba algo cruda, entiendo un termino medio pero eso estaba crudo",3
Oscar Monzalvo,Muy lento el servicio y con poca variedad de cortes,2
Carlos UA,Los mejores cortes del boulevard además los meseros son super trabajadores y si vas con tu chica seguro se lleva una buena impresión. Familiar muy muy rico,4
Julio César Vázquez,"Lugar recomendable en donde encontrarás alrededor de 8 carnes diferentes y donde encontrarás las clásicas espadas hasta el lugar de tu mesa, a cada rato pasan y el costo es de $200 por persona. Lo caro es la bebida y más cuando pides una…",3
JAVIER HERNANDEZ,Excelente servicio y delicioso.,4
Héctor Villegas Tapia.,Un lugar de sabores pruébalo!!!,4
Adri Sandoval,"Los cortes de carne super frescos, saben a carne del día y deliciosamente preparada, la barra de ensaladas bien aunque para mi gusto le falta un poco más de variedad, el lugar un poco pequeño y con poca luz",3
ADRIANA VARGAS GARCIA,Excelente atención,4
Chinchulina Sabido,Todo rico ,4
Brian Rangel,"Dado a las medidas de seguridad ante el COVID 19 este buffet atiende distinto pero excelente, como dije, siguen el protocolo correctamente, la atención es excelente, en general los cortes de carne son buenos (si no eres muy exigente o un…",3
yelliz mota,"En la parte del estacionamiento, pusieron toda el área de comida, me encantó",4
Ankov lioncourt,"Muy buena atención, los cortes están increíbles ",4
Adal Cortéz,"Excelente servicio, sabor exquisito, lo recomiendo",4
